QTY_UOM,Description,Title,Url,ImageURL,UPC,Length,MFGPart,TesscoSKU,InStock_OutOfStock,Manufacturer,Price,ListPrice,CategoryTopology
2000 FOOT,"BELDEN 8213 0102000 RG-11/U Coax 14 AWG solid .064"" bare copper conductor, gas-injected foam HDPE insulation, bare copper braid shield (95% coverage), polyethylene jacket.",RG11/U 75 Ohm Coax Cable,https://www.tessco.com/product/588138,https://avalanche.tessco.com/productimages/450x450/4780196%2Ejpg,646444490351,,8213 0102000,588138,InStock,Belden, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >RG-8 Cable >SKU #588138"
1 EACH,Times Microwave SPP25043M43M10.0F 10' SPP-250-LLPL jumper with 4.3-10 male connectors on both ends.,10' SPP-250-LLPL Jumper 4.3-10 Male to 4.3-10 Male,https://www.tessco.com/product/588708,https://avalanche.tessco.com/productimages/450x450/4852062%2Ejpg,646444821827,,SPP25043M43M10.0F,588708,InStock,Times Microwave Systems, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >Jumper Assemblies-Foam Cables >SKU #588708"
500 FOOT,"The Andrew AL4RPV-50-500 1/2 inch plenum-rated coaxial cable features an air dielectric, 500 ft reel. This 50 Ohm coax cable has an aluminum outer conductor and a copper-clad aluminuminner conductor. The jacket is off white. This transmission line uses L4Txx-PSA style connectors. Maximum frequency capacity is 6.0 GHz.","1/2"" Plenum Air Aluminum Cable, 500 ft Reel",https://www.tessco.com/product/536250,https://avalanche.tessco.com/productimages/450x450/4252980%2Ejpg,729198288471,,AL4RPV-50-500,536250,InStock,CommScope, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Air Coaxial Cable >1/2"" Air Cable >SKU #536250"
1 EACH,VENTEV 6' RG-142U with QN Male R/A to N Male. TESSCO WIRELESS SOLUTIONS LABEL ,6' RG-142U with QN Male R/A to N Male,https://www.tessco.com/product/583187,https://avalanche.tessco.com/productimages/450x450/4374985%2Ejpg,729198969233,,RG142UQNMRANM-6,583187,InStock,Ventev, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >50 Ohm Braided Assemblies >SKU #583187"
1 EACH,COMMSCOPE AE01J-A0124-101 Inline Check Valve.,Inline Check Valve,https://www.tessco.com/product/583459,https://avalanche.tessco.com/productimages/450x450/4524996%2Ejpg,729198004385,,AE01J-A0124-101,583459,InStock,CommScope, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Air Pressure Systems >Dehydrator Accessories >SKU #583459"
1 EACH,"COMMSCOPE 45598-343 Connector Hardware Kit for UG-343B/U flange. Includes: Hex nuts, Hex wrench, Lock washers, Screw wrench, Socket head cap screws, Two flange o-rings, Two o-rings",Connector Hardware Kit for UG-343B/U flange,https://www.tessco.com/product/550811,https://avalanche.tessco.com/productimages/450x450/4628015%2Ejpg,729198790264,,45598-343,550811,InStock,CommScope, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors for Foam Coax Cable >Connector Pins & Parts >SKU #550811"
1 FOOT,"TIMES MICROWAVE DC-2.5 GHz 1/2""radiating cable with fire retardant  jacket. Uses standard EZ-600-NMH-D Connectors. CMR/MPR Rated.","1/2"" T-Rad 600-FR Cable",https://www.tessco.com/product/530012,https://avalanche.tessco.com/productimages/450x450/1434576%2Ejpg,888063658747,,T-RAD-600-FR-MSHA,530012,InStock,Times Microwave Systems, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Radiating Coaxial Cable >1/2"" Radiating Cable >SKU #530012"
1000 FOOT,"Belden 8233A 0101000 1000' reel of 75 Ohm RG11/U coaxial cable.  14 AWG solid .064"" bare copper conductor, gas-injected foam HDPE insulation, bare copper double shields (95% and 80% coverage), PVC jacket.",1000' 1-Conductor 14AWG PVC 75 Ohm RG11/U Cable,https://www.tessco.com/product/536714,https://avalanche.tessco.com/productimages/450x450/4191471%2Ejpg,612825358053,,8233A 0101000,536714,InStock,Belden, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >75 Ohm Braided Coax Cable >RG-11 Cables >SKU #536714"
1000 FOOT,"Belden 9203 0101000 20 AWG stranded 19x33 .035"" tinned copper conductor, polyethylene insulation, tinned copper braid shield (95% coverage), non-contaminating PVC jacket.",20AWG 19x33 Stranded Tinned Copper RG-58/U,https://www.tessco.com/product/553542,https://avalanche.tessco.com/productimages/450x450/4354986%2Ejpg,612825225225,,9203 0101000,553542,InStock,Belden, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >RG-58 Cable >SKU #553542"
1 EACH,CommScope H5FPB-110-S 1-5/8 in EIA Female Flange without gas barrier for 7/8 in HJ5-50 air dielectric cables.,"1-5/8"" EIA Female w/o Gas Barrier for 7/8"" HJ5-50",https://www.tessco.com/product/551603,https://avalanche.tessco.com/productimages/450x450/4496887%2Ejpg,729198188276,,H5FPB-110-S,551603,InStock,CommScope, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors for Foam Coax Cable >Air Cable Connectors >SKU #551603"
1 FOOT,"COMMSCOPE 1/2"" Plenum Air 50 ohm cable. HL4RPV-50. Uses LDF4 connectors. Blue.*No automated prep tool available.MCPT-L4 is the prep tool that works.","1/2"" Plenum Air Cable, Blue",https://www.tessco.com/product/557745,https://avalanche.tessco.com/productimages/450x450/4348423%2Ejpg,729198897895,,HL4RPV-50B,557745,InStock,CommScope, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Air Coaxial Cable >1/2"" Air Cable >SKU #557745"
1 FOOT,"The Times Microwave TFT-401 coaxial cable is an alternative to semi-flexible (solder braid) coax and RG type coax for interconnects in military and commercial RF and microwave systems. This cable is plenum rated (UL910) and provides better than -160 dBc PIM performance when properly terminated, making them ideal for interconnects in cellular base stations and DAS coverage systems.  TFT-401 cables have a silver plated copper center conductor and flexible, with a bend radius of 1.375 inches.  This cable uses standard solder-on semi-rigid connectors.",TFT-401 Coaxial Cable,https://www.tessco.com/product/553332,https://avalanche.tessco.com/productimages/450x450/4248273%2Ejpg,729198292263,,TFT-401,553332,Out of Stock,Times Microwave Systems, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >400 Series Cable >SKU #553332"
1 EACH,"COMMSCOPE 646679-1 Dust cap, Male, No Lanyard","Dust cap, Male, No Lanyard",https://www.tessco.com/product/558139,https://avalanche.tessco.com/productimages/450x450/4396612%2Ejpg,729198974244,,646679-1,558139,InStock,CommScope, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors & Adapters for Braided Coax >N Connectors >SKU #558139"
1 EACH,CommScope L4-HMHM-12-SGW-D D-CLASS - 12ft. LDF4-50 Sureflex; 4.3-10 male and 4.3-10 male; HELIAX Sureguard weatherproof. If there are threads along the entire device port length the HELIAX weatherproofing will only seal properly if the HSG-M29-ADPT adapter is installed on the device port.,12' D-CLASS LDF4-50 4.3-10 Male to 4.3-10 Male,https://www.tessco.com/product/551182,https://avalanche.tessco.com/productimages/450x450/4462308%2Ejpg,729198992064,,L4-HMHM-12-SGW-D,551182,InStock,CommScope, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >Jumper Assemblies-Foam Cables >SKU #551182"
1 FOOT,The Times Microwave LMR-500UF 1/2 inch ultraflex cable is superflexible because of its stranded outer conductor. This 50 Ohm coax cable has a bare copper center conductor. The low loss coaxial cable transmission line has a UV-resistant Polyethylene jacket for outdoor use. Maximum frequency capacity is 11.3 GHz.,"1/2"" LMR500 UltraFlex Coax Cable",https://www.tessco.com/product/55137,https://avalanche.tessco.com/productimages/450x450/44557%2Ejpg,729198551377,,LMR-500-UltraFlex,55137,InStock,Times Microwave Systems, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >500 Series Cable >SKU #55137"
100 PACK,"TIMES MICROWAVE TC-SPP250-4195M-RA-LP 4.1/9.5 mini DIN Male, right angle, solder-on-pin, induction-solder (not for field installation).","1/4"" Corrugated Low PIM Connectors",https://www.tessco.com/product/556682,https://avalanche.tessco.com/productimages/450x450/4265650%2Ejpg,729198265236,,TCSPP2504195MRALP,556682,InStock,Times Microwave Systems, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors & Adapters for Braided Coax >7/16 DIN Connectors >SKU #556682"
1000 FOOT,"BELDEN Series 6, 18 AWG solid .040"" bare copper-covered steel conductor, gas-injected foam polyethylene
insulation, Duobond II + aluminum braid shield (60% coverage), polyethylene jacket
.","RG-6 18 AWG Cable, .04"" Bare Copper Conductor ",https://www.tessco.com/product/557893,https://avalanche.tessco.com/productimages/450x450/4339082%2Ejpg,612825124412,,1843A 0101000,557893,InStock,Belden, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >75 Ohm Braided Coax Cable >RG-6 Cable >SKU #557893"
1 EACH,CommScope L4-HMDM-20-SGW-D 20' D-CLASS LDF4-50A SureFlex® Jumper with interface types 4.3-10 Male and 7-16 Din Male with HELIAX® SureGuard weatherproofing.,20' LDF4-50A 4.3-10 Male - 7-16 DIN Male SureGuard,https://www.tessco.com/product/555777,https://avalanche.tessco.com/productimages/450x450/4338154%2Ejpg,729198894351,,L4-HMDM-20-SGW-D,555777,InStock,CommScope, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >Jumper Assemblies-Foam Cables >SKU #555777"
1000 FOOT,"Belden 9064 0101000 Series 11, 14 AWG solid .064"" bare copper-steel conductor, gas-injected foam polyethylene insulation, Duobond Plus + aluminum braid shield (77% coverage), Black PVC jacket. 1,000 ft put up.","14AWG RG-11 CATV Cable, Black PVC",https://www.tessco.com/product/552256,https://avalanche.tessco.com/productimages/450x450/4348317%2Ejpg,612825224143,,9064 0101000,552256,InStock,Belden, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >75 Ohm Braided Coax Cable >RG-11 Cables >SKU #552256"
500 FOOT,"BELDEN 1673A RG-402/U type ""Conforable"" coax cable. 50 ohm. Alternative to semi-rigid and flexible coax for ""black-box"" applications.",500' RG402 Type Coax,https://www.tessco.com/product/555087,https://avalanche.tessco.com/productimages/450x450/4192315%2Ejpg,612825120414,,1673A,555087,InStock,Belden, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >400 Series Cable >SKU #555087"
1000 FOOT,"""The Belden 7810SB Coax Cable is a Low Loss 50 Ohm Wireless RF Transmission Cable. ",Coax Low Loss 50Ohm Wireless RF Transmission Cable,https://www.tessco.com/product/535250,https://avalanche.tessco.com/productimages/450x450/4185978%2Ejpg,612825189824,,7810SB,535250,InStock,Belden, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >RG-8 Cable >SKU #535250"
1000 FOOT,"BELDEN Series 6, 18 AWG solid .040"" bare copper-covered steel conductor, gas-injected foam polyethylene
insulation, Duobond II + aluminum braid shield (60% coverage), polyethylene jacket
.","RG-6 18 AWG Cable, .04"" Bare Copper Conductor ",https://www.tessco.com/product/557893,https://avalanche.tessco.com/productimages/450x450/4339082%2Ejpg,612825124412,,1843A 0101000,557893,InStock,Belden, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >75 Ohm Braided Coax Cable >RG-6 Cable >SKU #557893"
1 EACH,VENTEV 6' SPP-250-LLPL jumper with 4.3/10 male screw type to N male connectors. Plenum and PIM rated.,6' SPP-250-LLPL Jumper 4.3/10 Male to N Male,https://www.tessco.com/product/557986,https://avalanche.tessco.com/productimages/450x450/4431147%2Ejpg,P2RFC-2328-72,,SPP250-4.3MNM-6,557986,InStock,Ventev, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >50 Ohm Braided Assemblies >SKU #557986"
1 EACH,"COMMSCOPE 50 Ohm Braided Coaxial Cable, black non-halogenated, fire retardant polyolefin jacket.",50 Ohm Braided Coaxial Fire Retardant Cable,https://www.tessco.com/product/555193,https://avalanche.tessco.com/productimages/450x450/4441287%2Ejpg,729198930974,,CNT-400-FR-1000,555193,InStock,CommScope, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >400 Series Cable >SKU #555193"
1 EACH,VENTEV 6' SPP-250-LLPL jumper with 4.3/10 male screw type to N male connectors. Plenum and PIM rated.,6' SPP-250-LLPL Jumper 4.3/10 Male to N Male,https://www.tessco.com/product/557986,https://avalanche.tessco.com/productimages/450x450/4431147%2Ejpg,P2RFC-2328-72,,SPP250-4.3MNM-6,557986,InStock,Ventev, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >50 Ohm Braided Assemblies >SKU #557986"
1000 FOOT,"Belden DA7732A 8771000 Digital Antenna RG-11/U plenum cable, 14 AWG solid .064"" bare copper conductor, plenum, foam FEP insulation, Duofoil + tinned braid shield (95% coverage), fluorocopolymer jacket. 1,000 ft put up. White jacket. Specially tested for Digital Antenna requirements.","Digital Antenna RG-11/U 14AWG Plenum, White Jacket",https://www.tessco.com/product/556938,https://avalanche.tessco.com/productimages/450x450/4364285%2Ejpg,612825285359,,DA7732A 8771000,556938,InStock,Belden, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >75 Ohm Braided Coax Cable >RG-11 Cables >SKU #556938"
1 EACH,Times Microwave SPP25043M43M10.0F 10' SPP-250-LLPL jumper with 4.3-10 male connectors on both ends.,10' SPP-250-LLPL Jumper 4.3-10 Male to 4.3-10 Male,https://www.tessco.com/product/588708,https://avalanche.tessco.com/productimages/450x450/4852062%2Ejpg,646444821827,,SPP25043M43M10.0F,588708,InStock,Times Microwave Systems, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >Jumper Assemblies-Foam Cables >SKU #588708"
500 FOOT,"The Andrew AL4RPV-50-500 1/2 inch plenum-rated coaxial cable features an air dielectric, 500 ft reel. This 50 Ohm coax cable has an aluminum outer conductor and a copper-clad aluminuminner conductor. The jacket is off white. This transmission line uses L4Txx-PSA style connectors. Maximum frequency capacity is 6.0 GHz.","1/2"" Plenum Air Aluminum Cable, 500 ft Reel",https://www.tessco.com/product/536250,https://avalanche.tessco.com/productimages/450x450/4252980%2Ejpg,729198288471,,AL4RPV-50-500,536250,InStock,CommScope, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Air Coaxial Cable >1/2"" Air Cable >SKU #536250"
1 EACH,"COMMSCOPE 45598-343 Connector Hardware Kit for UG-343B/U flange. Includes: Hex nuts, Hex wrench, Lock washers, Screw wrench, Socket head cap screws, Two flange o-rings, Two o-rings",Connector Hardware Kit for UG-343B/U flange,https://www.tessco.com/product/550811,https://avalanche.tessco.com/productimages/450x450/4628015%2Ejpg,729198790264,,45598-343,550811,InStock,CommScope, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors for Foam Coax Cable >Connector Pins & Parts >SKU #550811"
1000 FOOT,"""The Belden 7810SB Coax Cable is a Low Loss 50 Ohm Wireless RF Transmission Cable. ",Coax Low Loss 50Ohm Wireless RF Transmission Cable,https://www.tessco.com/product/535250,https://avalanche.tessco.com/productimages/450x450/4185978%2Ejpg,612825189824,,7810SB,535250,InStock,Belden, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >RG-8 Cable >SKU #535250"
1 EACH,VENTEV 6' RG-142U with QN Male R/A to N Male. TESSCO WIRELESS SOLUTIONS LABEL ,6' RG-142U with QN Male R/A to N Male,https://www.tessco.com/product/583187,https://avalanche.tessco.com/productimages/450x450/4374985%2Ejpg,729198969233,,RG142UQNMRANM-6,583187,InStock,Ventev, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >50 Ohm Braided Assemblies >SKU #583187"
1 EACH,COMMSCOPE AE01J-A0124-101 Inline Check Valve.,Inline Check Valve,https://www.tessco.com/product/583459,https://avalanche.tessco.com/productimages/450x450/4524996%2Ejpg,729198004385,,AE01J-A0124-101,583459,InStock,CommScope, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Air Pressure Systems >Dehydrator Accessories >SKU #583459"
1 EACH,CommScope H5FPB-110-S 1-5/8 in EIA Female Flange without gas barrier for 7/8 in HJ5-50 air dielectric cables.,"1-5/8"" EIA Female w/o Gas Barrier for 7/8"" HJ5-50",https://www.tessco.com/product/551603,https://avalanche.tessco.com/productimages/450x450/4496887%2Ejpg,729198188276,,H5FPB-110-S,551603,InStock,CommScope, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors for Foam Coax Cable >Air Cable Connectors >SKU #551603"
1000 FOOT,"Belden 9203 0101000 20 AWG stranded 19x33 .035"" tinned copper conductor, polyethylene insulation, tinned copper braid shield (95% coverage), non-contaminating PVC jacket.",20AWG 19x33 Stranded Tinned Copper RG-58/U,https://www.tessco.com/product/553542,https://avalanche.tessco.com/productimages/450x450/4354986%2Ejpg,612825225225,,9203 0101000,553542,InStock,Belden, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >RG-58 Cable >SKU #553542"
1 FOOT,"TIMES MICROWAVE DC-2.5 GHz 1/2""radiating cable with fire retardant  jacket. Uses standard EZ-600-NMH-D Connectors. CMR/MPR Rated.","1/2"" T-Rad 600-FR Cable",https://www.tessco.com/product/530012,https://avalanche.tessco.com/productimages/450x450/1434576%2Ejpg,888063658747,,T-RAD-600-FR-MSHA,530012,InStock,Times Microwave Systems, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Radiating Coaxial Cable >1/2"" Radiating Cable >SKU #530012"
1000 FOOT,"Belden 8233A 0101000 1000' reel of 75 Ohm RG11/U coaxial cable.  14 AWG solid .064"" bare copper conductor, gas-injected foam HDPE insulation, bare copper double shields (95% and 80% coverage), PVC jacket.",1000' 1-Conductor 14AWG PVC 75 Ohm RG11/U Cable,https://www.tessco.com/product/536714,https://avalanche.tessco.com/productimages/450x450/4191471%2Ejpg,612825358053,,8233A 0101000,536714,InStock,Belden, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >75 Ohm Braided Coax Cable >RG-11 Cables >SKU #536714"
2000 FOOT,"BELDEN 8213 0102000 RG-11/U Coax 14 AWG solid .064"" bare copper conductor, gas-injected foam HDPE insulation, bare copper braid shield (95% coverage), polyethylene jacket.",RG11/U 75 Ohm Coax Cable,https://www.tessco.com/product/588138,https://avalanche.tessco.com/productimages/450x450/4780196%2Ejpg,646444490351,,8213 0102000,588138,InStock,Belden, , ,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >RG-8 Cable >SKU #588138"
